,major,req_name,req_courses
10,Computer Science (BS),WPI Humanities and Arts Completion of Degree Requirement - Undergraduate,['CDR_HUA']
11,Computer Science (BS),WPI Humanities and Arts Requirement - Undergraduate - 18 Credits,"['MU_3001', 'PY_2731', 'HU_2251', 'HI_2403', 'MU_2719', 'HU_3900', 'MU_1611', 'AR_2401', 'HU_3910', 'HU_2340', 'HU_222X', 'INTL_2910', 'INTL_1100', 'PY_1731', 'INTL_2100', 'AR_1100', 'AR_1101', 'AR_2101', 'PY_2712', 'EN_2219', 'SP_2521', 'SP_2522', 'SP_3530', 'SP_3521', 'SP_3522', 'PY_2717', 'PY_2711', 'AR_2301', 'WR_2400', 'WR_3400', 'EN_2222', 'MU_2722', 'HI_2400', 'HI_1312', 'HI_3317', 'SP_1524', 'HI_1330', 'HI_2313', 'HI_2350', 'HU_1412', 'HI_2314', 'HI_2315', 'MU_1511', 'SP_3532', 'SP_3525', 'RE_3721', 'RE_1731', 'RE_2725', 'HI_2335', 'ISE_1800', 'ISE_1801', 'ISE_2820', 'INTL_1300', 'WR_1010', 'MU_2730', 'GN_1511', 'GN_1512', 'GN_2511', 'GN_2512', 'GN_3511', 'GN_3512', 'WR_3210', 'MU_2300', 'AR_2333', 'ISE_2800', 'ISE_1803', 'PY_2734', 'PY_3711', 'WR_1011', 'AB_1531', 'AB_1532', 'AB_1533', 'AB_210X', 'AB_2999', 'IMGD_205X', 'MU_3614', 'ISE_2810', 'HI_2318', 'EN_1231', 'HI_2341', 'MU_2611', 'HI_3331', 'PY_2718', 'EN_2234', 'PY_2719', 'WR_2210', 'MU_2636', 'WR_1020', 'MU_3002', 'MU_2633', 'MU_2634', 'MU_2635', 'HI_2324', 'SP_3523', 'CN_1541', 'CN_1542', 'MU_3620', 'MU_3615', 'HI_2328', 'PY_2732', 'PY_2716', 'EN_1222', 'EN_1221', 'HI_1314', 'EN_3219', 'ISE_281X', 'FY_1101', 'PY_3712', 'AR_1111', 'AR_3101', 'EN_1242', 'CN_1543', 'CN_2541', 'HI_1313', 'HI_1311', 'EN_1251', 'MU_2721', 'SP_1523', 'AR_2750', 'AR_2700', 'HI_2310', 'HI_1345', 'HU_2502', 'TH_2222', 'AR_2114', 'MU_3616', 'INTL_2110', 'MU_203X', 'MU_2637', 'MU_2631', 'MU_2723', 'MU_2501', 'EN_2221', 'EN_2252', 'HU_211X', 'EN_2251', 'MU_2632', 'TH_2225', 'AR_2222', 'HI_1322', 'AR_2111', 'AR_2202', 'SP_3531', 'HI_2900', 'EN_2237', 'HU_1500', 'HI_2320', 'TH_111X', 'IMGD_2400', 'IMGD_3400', 'INTL_4100', 'MU_2644', 'EN_2232', 'WR_3112', 'HU_206X', 'EN_2238', 'EN_3231', 'MU_2720', 'AR_3150', 'IMGD_3222', 'WR_2010', 'WR_3214', 'CN_2542', 'CN_2543', 'HI_2316', 'TH_1225', 'TH_110X', 'INTL_221X', 'HU_2441', 'WR_250X', 'TH_2999', 'TH_1999', 'AR_161X', 'AR_3200', 'HU_1222', 'HU_2999', 'ISE_3800', 'AR_2740', 'AR_3112', 'HU_2222', 'HI_2343', 'IMGD_2333', 'AR_3700', 'EN_2226', 'HI_2921', 'AR_1999', 'HI_3334', 'RE_2721', 'EN_3248', 'TH_2219', 'AR_140X', 'EN_3999', 'HI_3335', 'HI_2311', 'MU_2999', 'INTL_2510', 'HI_3316', 'PY_2713', 'WR_421X', 'HI_3314', 'MU_4621', 'WR_2310', 'HU_2258', 'EN_225X', 'TH_222X', 'EN_2271', 'INTL_2420', 'AR_205X', 'CN_2544', 'HI_3343', 'WR_4210', 'EN_125X', 'EN_3234', 'AR_405X', 'SP_3528', 'SP_3527', 'HU_1411', 'HI_1350', 'IMGD_2700', 'EN_1257', 'INTL_1200', 'EN_2242', 'EN_3226', 'WR_2500', 'TH_2229', 'EN_320X', 'HI_3344', 'WR_3300', 'HU_2230', 'HU_2900', 'HU_2910', 'AR_100X', 'HI_3312', 'SP_3524', 'WR_3011', 'EN_2999', 'AR_162X', 'MU_3611', 'MU_3612', 'SP_3526', 'IMGD_2048', 'EN_1219', 'EN_2233', 'INTL_2310', 'AR_2115', 'EN_4999', 'HI_3341', 'SP_3529', 'SP_3533', 'WR_4111', 'MU_3999', 'EN_121X', 'RE_2731', 'WR_2213', 'HI_2329', 'HI_3999', 'WR_251X', 'MU_2510', 'CN_3541', 'CN_3542', 'EN_201X', 'INTL_2520', 'EN_2225', 'CN_357X', 'CN_356X', 'HU_3999', 'AR_3222', 'EN_3222', 'MU_2801', 'RE_3711', 'RE_2722', 'EN_2281', 'AR_3210', 'MU_2638', 'GN_3516', 'HU_1401', 'HU_1402', 'HI_2913', 'HI_2354', 'AR_2999', 'SP_3999', 'TH_1100', 'CN_3543', 'CN_3999', 'IMGD_3200', 'PY_3721', 'HU_2501', 'WR_401X', 'AR_3999', 'ISE_380X', 'AR_3333', 'AB_2542', 'AB_2531', 'AB_2532', 'AB_2533', 'IMGD_3333', 'GN_3999', 'FY_160X', 'RE_2732', 'EN_3225', 'HI_2325', 'HI_3342', 'WR_232X', 'MU_2643', 'HI_2352', 'MU_1999', 'GN_3514', 'GN_3513', 'RE_2723', 'CO_HC__H', 'FR_2999', 'CO_CU__C', 'HI_1341', 'ISE_282X', 'TH_2227', 'AR_2201', 'AR_3201', 'HI_2331', 'HI_2317', 'EN_3223', 'HI_2332', 'TH_320X', 'EN_2243', 'AB_220X', 'AB_230X', 'HI_1332', 'TH_4225', 'WR_2999', 'WR_3999', 'AR_120X', 'PY_2714', 'AR_220X', 'IMGD_220X', 'TH_4999', 'TH_3229', 'ID_3525', 'AR_216X', 'TH_3999', 'ID_3527', 'TH_3225', 'EN_3238', 'INTL_2999', 'HI_2999', 'TH_4227', 'ISE_1999', 'HI_2402', 'HU_1999', 'MU_401X', 'EN_2231', 'RE_2724', 'HI_1331', 'HI_2353', 'HI_2401', 'IMGD_340X', 'SP_4999', 'MU_403X', 'IMGD_3700', 'EN_401X', 'WR_3217', 'PY_3999', 'GN_2999', 'CN_354X', 'CN_355X', 'EN_2235', 'EN_3233', 'EN_2244', 'AR_261X', 'INTL_4999', 'INTL_3050', 'TH_3227', 'PY_3731', 'CN_1999', 'AR_4999', 'AR_130X', 'SP_ISP']"
12,Computer Science (BS),WPI Interactive Qualifying Project Completion of Degree Requirement - Undergraduate,['CDR_IQP']
13,Computer Science (BS),WPI Interactive Qualifying Project Requirement - Undergraduate - Minimum 9 Credits,['ID_IQP']
14,Computer Science (BS),WPI Major Qualifying Project (Computer Science BS) Requirement - Undergraduate - 9 or 12 Credits,"['CS_MQP', 'ID_MQP']"
15,Computer Science (BS),WPI Major Qualifying Project Completion of Degree Requirement - Undergraduate,['CDR_MQP']
16,Computer Science (BS),WPI Physical Education Requirement - Undergraduate - 3 Credits,"['PE_1006', 'PE_1009', 'PE_1055', 'PE_1216', 'PE_1054', 'PE_1011', 'PE_1012', 'PE_1099', 'PE_2015', 'PE_1202', 'PE_1013', 'PE_2010', 'PE_2002', 'PE_1220', 'PE_1214', 'PE_1018', 'PE_1019', 'PE_2001', 'PE_1008', 'PE_1059', 'PE_1016', 'PE_1002', 'PE_1003', 'PE_301X', 'PE_305X', 'PE_1207', 'PE_304X', 'PE_207X', 'PE_1209', 'PE_303X', 'PE_1221', 'PE_302X', 'PE_1077', 'PE_1201', 'PE_1217', 'PE_1210', 'PE_2012', 'PE_1219', 'PE_1215', 'PE_1070', 'PE_1203', 'PE_1211', 'PE_1080', 'PE_2007', 'PE_2011', 'PE_2014', 'PE_1225', 'PE_1117', 'PE_1224', 'PE_1206', 'PE_1205', 'PE_1007', 'PE_1212', 'PE_2016', 'PE_2013', 'PE_2003', 'PE_306X', 'PE_2005', 'PE_1230', 'PE_1213', 'PE_2004', 'PE_1204', 'PE_2006', 'PE_1222', 'PE_1017', 'PE_1078', 'PE_1226', 'PE_2009', 'PE_1227', 'PE_1233', 'PE_1015', 'PE_1223', 'PE_1231', 'PE_2008', 'PE_1228', 'PE_1229', 'PE_1101', 'PE_1200', 'PE_1232', 'PE_1999']"
17,Computer Science (BS),WPI Social Science Requirement - Undergraduate - 6 Credits,"['ECON_1120', 'GOV_1310', 'FY_1101', 'SOC_1202', 'SS_1505', 'ID_2050', 'ENV_2700', 'PSY_1401', 'PSY_1402', 'ENV_1100', 'ECON_2126', 'PSY_1400', 'GOV_2302', 'PSY_1412', 'PSY_2800', 'ECON_1110', 'PSY_1800', 'GOV_2319', 'GOV_1320', 'PSY_2401', 'GOV_1303', 'GOV_2311', 'STS_1200', 'PSY_1404', 'PSY_1504', 'PSY_2408', 'PSY_2504', 'GOV_1301', 'GOV_234X', 'ENV_271X', 'ENV_1500', 'GOV_2320', 'ENV_2600', 'PSY_2501', 'GOV_2314', 'ECON_2155', 'ENV_2201', 'FY_1100', 'GOV_210X', 'ECON_2117', 'DEV_1200', 'SD_1510', 'ECON_2910', 'MU_2501', 'ECON_2125', 'DEV_4400', 'GOV_2310', 'SS_1120', 'ECON_2110', 'GOV_2315', 'ENV_3100', 'ECON_2130', 'PSY_2407', 'ENV_2310', 'PSY_2410', 'ENV_2900', 'STS_1207', 'PSY_2502', 'ENV_130X', 'ECON_2145', 'ENV_2400', 'GOV_2313', 'ENV_2500', 'ECON_2120', 'ENV_4400', 'PSY_3400', 'ENV_2710', 'SS_150X', 'ECON_210X', 'DEV_4999', 'GOV_235X', 'PSY_2406', 'ENV_300X', 'ENV_220X', 'PSY_2999', 'DEV_3999', 'GOV_236X', 'STS_4000', 'ENV_210X', 'SOC_200X', 'PSY_4110', 'ID_4999', 'PSY_340X', 'SD_2520', 'PSY_ISP', 'PSY_3500', 'SS_2999', 'SD_1520', 'ECON_216X', 'ENV_200X', 'GOV_200X', 'GOV_233X', 'STS_3999', 'ENV_2999', 'ECON_291X', 'PSY_3000', 'ECON_2999', 'SS_1999', 'ECON_110X', 'ECON_1130', 'ECON_212X']"
18,Interactive Media and Game Development - Technology (BS),1000 Level and Above IMGD Course Requirement (Interactive Media & Game Development) - Undergraduate - 3 Credits,"['IMGD_3030', 'WR_2400', 'IMGD_2101', 'IMGD_2333', 'IMGD_2900', 'IMGD_2740', 'IMGD_2905', 'IMGD_2222', 'IMGD_2700', 'IMGD_1002', 'IMGD_2500', 'IMGD_2400', 'AR_2333', 'IMGD_1000', 'AR_2101', 'AR_3700', 'AR_2700', 'IMGD_1001', 'CS_4100', 'IMGD_MQP', 'AR_3200', 'IMGD_2001', 'IMGD_3900', 'IMGD_1999', 'IMGD_2048', 'IMGD_2000']"
19,Interactive Media and Game Development - Technology (BS),4000 Level and Above IMGD Course Requirement (Interactive Media & Game Development - Technical BS) - Undergraduate - 3 Credits,"['IMGD_4030', 'IMGD_4099', 'IMGD_4700', 'IMGD_444X', 'IMGD_4600', 'IMGD_4999', 'IMGD_420X', 'CS_4100', 'IMGD_4900', 'IMGD_4100', 'IMGD_440X']"
20,Interactive Media and Game Development - Technology (BS),"Choose 3 Additional Computer Science Courses From: CS 4233, 4241, 4341, 4445, 4518, 4731, 4732 Requirement (Interactive Media & Game Development - Technology BS) - Undergraduate - 9 Credits","['CS_4518', 'CS_4241', 'IMGD_2905', 'CS_4731', 'CS_4341', 'CS_4342', 'CS_4445', 'CS_4233', 'IMGD_4999', 'CS_4432', 'CS_4100', 'CS_480X', 'IMGD_420X']"
21,Interactive Media and Game Development - Technology (BS),"Choose 3 Computer Science Courses From: CS 3013, 3041, 3431, 3516, 3733 Requirement (Interactive Media & Game Development - Technical BS) - Undergraduate - 9 Credits","['CS_3041', 'CS_3431', 'CS_3516', 'CS_3013', 'CS_3733', 'CS_3133', 'CS_3999']"
22,Interactive Media and Game Development - Technology (BS),Computer Science Requirement (Interactive Media & Game Development - Technical BS) - Undergraduate - 15 Credits,"['CS_1101', 'CS_2102', 'CS_2022', 'CS_2301', 'CS_2223', 'CS_2103', 'CS_2303', 'CS_2011', 'CS_3133', 'CS_3733', 'CS_1102', 'CS_3431', 'CS_2999', 'CS_3013', 'CS_3516']"
23,Interactive Media and Game Development - Technology (BS),Cultural Narratives Requirement (Interactive Media & Game Development) - Undergraduate - 3 Credits,"['PY_1731', 'EN_2222', 'EN_2221', 'EN_2219', 'EN_1242', 'EN_1251', 'PY_2716', 'PY_2731', 'EN_2251', 'PY_2717', 'EN_2232', 'RE_1731', 'PY_2712', 'EN_1221', 'EN_2234', 'EN_1222', 'EN_2252', 'EN_1257', 'EN_2233', 'EN_2999', 'RE_2722', 'EN_2242', 'PY_2718', 'EN_2225', 'EN_3219']"
24,Interactive Media and Game Development - Technology (BS),IMGD 3100 or 4100 Requirement (Interactive Media & Game Development - Technology BS) - Undergraduate - 3 Credits,"['IMGD_3100', 'IMGD_4100', 'CS_4100']"
25,Interactive Media and Game Development - Technology (BS),IMGD Audio Requirement (IMGD 2030 or 3030) (Interactive Media & Game Development) - Undergraduate - 3 Credits,"['IMGD_2030', 'IMGD_3030']"
26,Interactive Media and Game Development - Technology (BS),IMGD Core Requirement (Interactive Media & Game Development) - Undergraduate - 6 Credits,"['IMGD_1000', 'IMGD_1001', 'IMGD_1002', 'IMGD_4099']"
27,Interactive Media and Game Development - Technology (BS),IMGD Design Requirement (Interactive Media & Game Development) - Undergraduate - 3 Credits,"['IMGD_4700', 'IMGD_2500', 'IMGD_4900', 'IMGD_2900', 'IMGD_4200', 'IMGD_3900', 'MIS_4741', 'IMGD_4600', 'IMGD_3999']"
28,Interactive Media and Game Development - Technology (BS),IMGD Social & Philosophical Issues Requirement (IMGD 2000 or 2001) (Interactive Media & Game Development) - Undergraduate - 3 Credits,"['IMGD_4099', 'WR_253X', 'IMGD_2000', 'IMGD_2001', 'IMGD_2999', 'CS_3043']"
29,Interactive Media and Game Development - Technology (BS),Interactive Media and Game Development Additional Free Electives to Reach 135 Credits Requirement - Undergraduate,"['CS_2119', 'AR_2333', 'ID_2050', 'ID_PQP', 'PSY_1400', 'CS_2223', 'CS_3133', 'ECE_2010', 'MA_2071', 'BB_1003', 'MA_1023', 'MA_2611', 'CS_2303', 'IMGD_4999', 'WR_241X', 'IMGD_3100', 'MU_3616', 'CO_CU__C', 'PSY_1402', 'AR_2750', 'FIN_1250', 'ES_1310', 'ES_2501', 'RBE_3100', 'IMGD_3030', 'BUS_1010', 'ES_2001', 'IMGD_304X', 'IMGD_2500', 'CS_3999', 'EN_3223', 'BB_1035', 'CS_3516', 'CS_4241', 'BB_1025', 'BB_1001', 'CS_2011', 'PY_1731', 'IMGD_3700', 'AR_2301', 'IMGD_2700', 'TH_2219', 'PH_1120', 'CS_3043', 'MA_3231', 'IMGD_2740', 'IMGD_2400', 'MU_1511', 'IMGD_4030', 'EN_2219', 'GE_2341', 'MA_1022', 'PH_1110', 'MA_2621', 'ECE_2029', 'AR_2202', 'MIS_4741', 'IMGD_3500', 'MU_3615', 'IMGD_2222', 'IMGD_3333', 'IMGD_4900', 'MU_2637', 'IMGD_2900', 'CS_3041', 'BB_1002', 'CS_2022', 'IMGD_2048', 'IMGD_2905', 'CS_4999', 'IMGD_420X', 'PH_1111', 'ECE_2049', 'RE_2716', 'IMGD_3210', 'AR_1101', 'WR_1010', 'IMGD_1001', 'IMGD_MQP', 'CS_4120', 'CS_4533', 'TH_2222', 'MU_2501', 'PY_2734', 'MA_2201', 'SS_1505', 'TH_320X', 'MU_3614', 'MU_2722', 'CS_3431', 'CS_3013', 'IMGD_3222', 'RE_3721', 'IMGD_206X', 'PE_1018', 'PE_1008', 'PH_2502', 'AR_3150', 'CS_4731', 'IMGD_4200', 'IMGD_1002', 'CS_4123', 'CHE_2011', 'PSY_2401', 'PSY_2900', 'CH_1020', 'PY_2711', 'RE_2725', 'DS_1010', 'BUS_3010', 'PE_2014', 'PE_2011', 'BME_1004', 'PH_2101', 'MA_2051', 'EN_3248', 'ECON_2126', 'CS_420X', 'BB_2050', 'MIS_4720', 'IMGD_2999', 'IMGD_3999', 'BB_1045', 'PE_1009', 'MU_1611', 'WR_1020', 'IMGD_1000', 'PSY_1412', 'BME_1001', 'RE_2723', 'IMGD_3400', 'IMGD_3101', 'EN_1251', 'IMGD_3900', 'WR_2010', 'MU_2723', 'PH_1140', 'CS_3733', 'CS_ISG', 'MA_2612', 'PSY_1504']"
